client_id,client_name,segment,channel,report_month,spend_zar,impressions,clicks,leads,qualified_leads,won_deals,won_revenue_zar,ctr,cost_per_click_zar,cost_per_lead_zar,lead_to_win_rate,return_on_ad_spend
C001,Apex Build Group,Developer,Meta Ads,2026-06-01,46308.35,594671,5567,15,4,0,0,0.0094,8.32,3087.22,0.0,0.0
C001,Apex Build Group,Developer,Meta Ads,2026-07-01,26623.56,357127,3282,17,11,0,0,0.0092,8.11,1566.09,0.0,0.0
C002,Ridgeview Developments,Developer,Meta Ads,2025-12-01,32889.560000000005,362454,4397,89,21,1,624200,0.0121,7.48,369.55,0.0112,18.98
C002,Ridgeview Developments,Developer,Meta Ads,2026-01-01,133311.81000000006,1558047,60166,237,56,2,1244800,0.0386,2.22,562.5,0.0084,9.34
C002,Ridgeview Developments,Developer,Meta Ads,2026-02-01,141925.77,1706286,18275,254,73,0,0,0.0107,7.77,558.76,0.0,0.0
C002,Ridgeview Developments,Developer,Meta Ads,2026-03-01,114687.03,1473710,41137,167,45,0,0,0.0279,2.79,686.75,0.0,0.0
C002,Ridgeview Developments,Developer,Meta Ads,2026-04-01,66683.9,1028314,37332,32,8,0,0,0.0363,1.79,2083.87,0.0,0.0
C002,Ridgeview Developments,Developer,Meta Ads,2026-05-01,71026.59000000001,1050475,10000,32,13,0,0,0.0095,7.1,2219.58,0.0,0.0
C002,Ridgeview Developments,Developer,Meta Ads,2026-06-01,68141.45,1050366,9623,29,10,0,0,0.0092,7.08,2349.71,0.0,0.0
C002,Ridgeview Developments,Developer,Meta Ads,2026-07-01,44612.36,668918,6432,22,13,0,0,0.0096,6.94,2027.83,0.0,0.0
C003,Stonecrest Construction,Contractor,Google Ads,2026-03-01,83472.46000000005,116159,4709,37,15,0,0,0.0405,17.73,2256.01,0.0,0.0
C003,Stonecrest Construction,Contractor,Google Ads,2026-04-01,103564.41,100693,6209,78,28,2,893200,0.0617,16.68,1327.75,0.0256,8.62
C003,Stonecrest Construction,Contractor,Google Ads,2026-05-01,100159.48000000005,105373,4586,85,33,3,880100,0.0435,21.84,1178.35,0.0353,8.79
C003,Stonecrest Construction,Contractor,Google Ads,2026-06-01,55702.630000000005,46993,2333,57,12,2,321700,0.0496,23.88,977.24,0.0351,5.78
C003,Stonecrest Construction,Contractor,Google Ads,2025-12-01,58792.69,92731,3608,21,6,0,0,0.0389,16.3,2799.65,0.0,0.0
C003,Stonecrest Construction,Contractor,Google Ads,2026-01-01,72293.08999999998,106704,5979,23,6,0,0,0.056,12.09,3143.18,0.0,0.0
C003,Stonecrest Construction,Contractor,Google Ads,2026-02-01,67169.48,100346,5836,29,6,0,0,0.0582,11.51,2316.19,0.0,0.0
C003,Stonecrest Construction,Contractor,Google Ads,2025-11-01,25704.809999999994,44396,1740,11,3,0,0,0.0392,14.77,2336.8,0.0,0.0
C004,Blueline Civils,Contractor,Meta Ads,2026-01-01,92581.94999999998,962653,10965,176,44,3,726400,0.0114,8.44,526.03,0.017,7.85
C004,Blueline Civils,Contractor,Meta Ads,2026-02-01,158378.01999999996,1727070,53010,310,90,1,178900,0.0307,2.99,510.9,0.0032,1.13
C004,Blueline Civils,Contractor,Meta Ads,2026-03-01,169721.23999999993,1975834,21940,379,99,1,207700,0.0111,7.74,447.81,0.0026,1.22
C004,Blueline Civils,Contractor,Meta Ads,2026-04-01,120003.04000000002,1448225,15849,265,76,6,1917700,0.0109,7.57,452.84,0.0226,15.98
C004,Blueline Civils,Contractor,Meta Ads,2026-05-01,122321.61000000002,1471879,59812,253,72,1,410100,0.0406,2.05,483.48,0.004,3.35
C004,Blueline Civils,Contractor,Meta Ads,2026-06-01,69913.78000000001,853162,9058,125,34,1,346400,0.0106,7.72,559.31,0.008,4.95
C004,Blueline Civils,Contractor,Meta Ads,2026-07-01,5098.0,72745,16122,4,0,0,0,0.2216,0.32,1274.5,0.0,0.0
C004,Blueline Civils,Contractor,Google Ads,2025-12-01,50857.01,90643,3551,19,5,0,0,0.0392,14.32,2676.68,0.0,0.0
C004,Blueline Civils,Contractor,Google Ads,2026-01-01,55264.24,91872,3634,16,6,0,0,0.0396,15.21,3454.02,0.0,0.0
C004,Blueline Civils,Contractor,Google Ads,2026-02-01,51092.46,92397,3538,26,16,0,0,0.0383,14.44,1965.09,0.0,0.0
C004,Blueline Civils,Contractor,Google Ads,2026-03-01,56094.78,98667,3812,21,7,2,453400,0.0386,14.72,2671.18,0.0952,8.08
C004,Blueline Civils,Contractor,Google Ads,2026-04-01,13515.039999999999,23511,942,11,3,1,173300,0.0401,14.35,1228.64,0.0909,12.82
C004,Blueline Civils,Contractor,Property Portal,2025-12-01,13671.94,61377,1159,53,20,2,411800,0.0189,11.8,257.96,0.0377,30.12
C004,Blueline Civils,Contractor,Property Portal,2026-01-01,86891.65,402830,7678,321,105,11,2364500,0.0191,11.32,270.69,0.0343,27.21
C004,Blueline Civils,Contractor,Property Portal,2026-02-01,77603.73,347027,6832,320,88,15,3485900,0.0197,11.36,242.51,0.0469,44.92
C004,Blueline Civils,Contractor,Property Portal,2026-03-01,85746.15000000002,377996,16744,337,114,12,3376200,0.0443,5.12,254.44,0.0356,39.37
C004,Blueline Civils,Contractor,Property Portal,2026-04-01,80634.34,347505,7113,335,114,14,3352100,0.0205,11.34,240.7,0.0418,41.57
C004,Blueline Civils,Contractor,Property Portal,2026-05-01,82944.84,373198,7265,323,103,17,4523500,0.0195,11.42,256.8,0.0526,54.54
C004,Blueline Civils,Contractor,Property Portal,2026-06-01,2950.53,10676,236,8,1,0,0,0.0221,12.5,368.82,0.0,0.0
C004,Blueline Civils,Contractor,LinkedIn Ads,2026-02-01,55360.18999999999,199701,1168,33,18,3,849900,0.0058,47.4,1677.58,0.0909,15.35
C004,Blueline Civils,Contractor,LinkedIn Ads,2026-03-01,71186.29,255800,1537,50,15,2,567800,0.006,46.32,1423.73,0.04,7.98
C004,Blueline Civils,Contractor,LinkedIn Ads,2026-04-01,71690.50000000001,249345,1539,57,18,4,809100,0.0062,46.58,1257.73,0.0702,11.29
C004,Blueline Civils,Contractor,LinkedIn Ads,2026-05-01,72403.23999999999,258517,1554,49,13,5,1515400,0.006,46.59,1477.62,0.102,20.93
C004,Blueline Civils,Contractor,LinkedIn Ads,2026-06-01,70374.43,272571,21298,40,14,2,542400,0.0781,3.3,1759.36,0.05,7.71
C004,Blueline Civils,Contractor,LinkedIn Ads,2026-07-01,9294.09,40595,240,9,5,1,227800,0.0059,38.73,1032.68,0.1111,24.51
C005,Ironwood Building Supplies,Supplier,Meta Ads,2025-11-01,26932.979999999996,319722,3726,82,25,5,253000,0.0117,7.23,328.45,0.061,9.39
C005,Ironwood Building Supplies,Supplier,Meta Ads,2025-12-01,61221.880000000005,715697,8325,174,55,9,392700,0.0116,7.35,351.85,0.0517,6.41
C005,Ironwood Building Supplies,Supplier,Meta Ads,2026-01-01,59413.06,680714,8039,174,61,6,300700,0.0118,7.39,341.45,0.0345,5.06
C005,Ironwood Building Supplies,Supplier,Meta Ads,2026-02-01,52519.07999999999,590343,7070,156,50,7,366700,0.012,7.43,336.66,0.0449,6.98
C005,Ironwood Building Supplies,Supplier,Meta Ads,2026-03-01,41336.880000000005,456813,5449,120,41,4,181700,0.0119,7.59,344.47,0.0333,4.4
C005,Ironwood Building Supplies,Supplier,Google Ads,2025-10-01,36377.65,33888,2883,60,24,8,387200,0.0851,12.62,606.29,0.1333,10.64
C005,Ironwood Building Supplies,Supplier,Google Ads,2025-11-01,36301.84,33258,1649,55,20,3,130600,0.0496,22.01,660.03,0.0545,3.6
C005,Ironwood Building Supplies,Supplier,Google Ads,2025-12-01,37817.64000000001,32776,1691,52,18,1,58000,0.0516,22.36,727.26,0.0192,1.53
C005,Ironwood Building Supplies,Supplier,Google Ads,2026-01-01,22600.239999999994,20228,997,36,11,0,0,0.0493,22.67,627.78,0.0,0.0
C005,Ironwood Building Supplies,Supplier,LinkedIn Ads,2026-03-01,10052.04,36648,225,5,2,2,72400,0.0061,44.68,2010.41,0.4,7.2
C005,Ironwood Building Supplies,Supplier,LinkedIn Ads,2026-04-01,38672.51,137191,800,22,10,5,281700,0.0058,48.34,1757.84,0.2273,7.28
C005,Ironwood Building Supplies,Supplier,LinkedIn Ads,2026-05-01,38336.83000000001,133278,789,29,11,2,84500,0.0059,48.59,1321.96,0.069,2.2
C005,Ironwood Building Supplies,Supplier,LinkedIn Ads,2026-06-01,38289.560000000005,142418,833,22,8,2,82600,0.0058,45.97,1740.43,0.0909,2.16
C005,Ironwood Building Supplies,Supplier,LinkedIn Ads,2026-07-01,39258.50000000001,133600,4957,25,17,0,0,0.0371,7.92,1570.34,0.0,0.0
C005,Ironwood Building Supplies,Supplier,LinkedIn Ads,2026-08-01,38429.93000000001,134046,781,23,17,0,0,0.0058,49.21,1670.87,0.0,0.0
C005,Ironwood Building Supplies,Supplier,Property Portal,2026-04-01,23018.73,122633,1958,17,7,1,27200,0.016,11.76,1354.04,0.0588,1.18
C005,Ironwood Building Supplies,Supplier,Property Portal,2026-05-01,36166.37000000001,194034,3144,23,8,1,48600,0.0162,11.5,1572.45,0.0435,1.34
C005,Ironwood Building Supplies,Supplier,Property Portal,2026-06-01,35891.23000000001,193963,3068,19,7,0,0,0.0158,11.7,1889.01,0.0,0.0
C005,Ironwood Building Supplies,Supplier,Property Portal,2026-07-01,36483.73000000001,202899,3142,21,12,0,0,0.0155,11.61,1737.32,0.0,0.0
C005,Ironwood Building Supplies,Supplier,Property Portal,2026-08-01,36619.84,206254,3144,21,16,0,0,0.0152,11.65,1743.8,0.0,0.0
C006,Highveld Materials,Supplier,Google Ads,2025-11-01,8856.859999999999,11481,475,3,1,0,0,0.0414,18.65,2952.29,0.0,0.0
C006,Highveld Materials,Supplier,Google Ads,2025-12-01,23093.63,30123,1170,4,0,0,0,0.0388,19.74,5773.41,0.0,0.0
C006,Highveld Materials,Supplier,Google Ads,2026-01-01,23327.87,30415,1189,4,1,1,36300,0.0391,19.62,5831.97,0.25,1.56
C006,Highveld Materials,Supplier,Google Ads,2026-02-01,20587.890000000003,26029,1006,6,2,1,47600,0.0386,20.47,3431.32,0.1667,2.31
C006,Highveld Materials,Supplier,Google Ads,2026-03-01,23605.959999999995,27693,1118,7,2,0,0,0.0404,21.11,3372.28,0.0,0.0
C006,Highveld Materials,Supplier,Google Ads,2026-04-01,11809.25,15781,634,2,1,0,0,0.0402,18.63,5904.63,0.0,0.0
C006,Highveld Materials,Supplier,Property Portal,2025-11-01,70763.98,188210,3777,109,35,8,274400,0.0201,18.74,649.21,0.0734,3.88
C006,Highveld Materials,Supplier,Property Portal,2025-12-01,86749.82999999999,231112,4585,122,41,10,388600,0.0198,18.92,711.06,0.082,4.48
C006,Highveld Materials,Supplier,Property Portal,2026-01-01,88659.56000000001,235139,4672,111,33,10,394500,0.0199,18.98,798.73,0.0901,4.45
C006,Highveld Materials,Supplier,Property Portal,2026-02-01,77708.87,203488,4106,116,31,6,252700,0.0202,18.93,669.9,0.0517,3.25
C006,Highveld Materials,Supplier,Property Portal,2026-03-01,86963.67,243826,4804,130,58,10,413800,0.0197,18.1,668.95,0.0769,4.76
C006,Highveld Materials,Supplier,Property Portal,2026-04-01,22545.329999999998,61821,1202,40,11,3,134700,0.0194,18.76,563.63,0.075,5.97
C006,Highveld Materials,Supplier,Meta Ads,2025-11-01,39844.72,420691,5032,123,50,6,262300,0.012,7.92,323.94,0.0488,6.58
C006,Highveld Materials,Supplier,Meta Ads,2025-12-01,66768.90000000001,715635,8590,180,49,1,28500,0.012,7.77,370.94,0.0056,0.43
C006,Highveld Materials,Supplier,Meta Ads,2026-01-01,65555.46,693477,8066,174,60,4,137500,0.0116,8.13,376.76,0.023,2.1
C006,Highveld Materials,Supplier,Meta Ads,2026-02-01,38307.439999999995,396239,4887,110,31,2,121700,0.0123,7.84,348.25,0.0182,3.18
C007,Savanna Estates,Estate Agency,Property Portal,2026-03-01,20393.22000000001,64127,1254,33,11,1,41200,0.0196,16.26,617.98,0.0303,2.02
C007,Savanna Estates,Estate Agency,Property Portal,2026-04-01,20375.579999999998,63999,1247,32,11,1,52200,0.0195,16.34,636.74,0.0313,2.56
C007,Savanna Estates,Estate Agency,Property Portal,2026-05-01,20555.28,61183,1253,44,11,1,45000,0.0205,16.4,467.17,0.0227,2.19
C007,Savanna Estates,Estate Agency,Property Portal,2026-06-01,20706.779999999995,65646,3100,32,13,1,38900,0.0472,6.68,647.09,0.0313,1.88
C007,Savanna Estates,Estate Agency,Property Portal,2026-07-01,18778.440000000002,55887,1131,38,19,0,0,0.0202,16.6,494.17,0.0,0.0
C007,Savanna Estates,Estate Agency,LinkedIn Ads,2025-12-01,58683.3,161735,927,24,7,0,0,0.0057,63.3,2445.14,0.0,0.0
C007,Savanna Estates,Estate Agency,LinkedIn Ads,2026-01-01,65201.340000000004,176477,1005,23,8,2,100300,0.0057,64.88,2834.84,0.087,1.54
C007,Savanna Estates,Estate Agency,LinkedIn Ads,2026-02-01,58447.30000000001,154603,5165,18,5,2,89300,0.0334,11.32,3247.07,0.1111,1.53
C007,Savanna Estates,Estate Agency,LinkedIn Ads,2026-03-01,65050.82000000001,168898,995,31,7,1,37900,0.0059,65.38,2098.41,0.0323,0.58
C007,Savanna Estates,Estate Agency,LinkedIn Ads,2026-04-01,61520.04,173753,1008,29,9,2,92200,0.0058,61.03,2121.38,0.069,1.5
C007,Savanna Estates,Estate Agency,LinkedIn Ads,2026-05-01,58031.14999999999,156250,915,23,11,3,140700,0.0059,63.42,2523.09,0.1304,2.42
C007,Savanna Estates,Estate Agency,Google Ads,2025-12-01,23953.6,17570,907,27,12,2,78600,0.0516,26.41,887.17,0.0741,3.28
C007,Savanna Estates,Estate Agency,Google Ads,2026-01-01,82549.83,62864,4879,87,33,4,215000,0.0776,16.92,948.85,0.046,2.6
C007,Savanna Estates,Estate Agency,Google Ads,2026-02-01,74583.61,58965,2914,74,26,2,94700,0.0494,25.59,1007.89,0.027,1.27
C007,Savanna Estates,Estate Agency,Google Ads,2026-03-01,80806.41,64649,3188,66,17,2,79000,0.0493,25.35,1224.34,0.0303,0.98
C007,Savanna Estates,Estate Agency,Google Ads,2026-04-01,80431.0,62904,3089,81,26,6,208100,0.0491,26.04,992.98,0.0741,2.59
C007,Savanna Estates,Estate Agency,Google Ads,2026-05-01,82255.0,63292,3177,85,25,5,222500,0.0502,25.89,967.71,0.0588,2.71
C007,Savanna Estates,Estate Agency,Google Ads,2026-06-01,81260.82,63513,3128,80,24,1,31800,0.0492,25.98,1015.76,0.0125,0.39
C007,Savanna Estates,Estate Agency,Google Ads,2026-07-01,67848.39000000001,52592,4735,72,45,1,40600,0.09,14.33,942.34,0.0139,0.6
C008,Urban Nest Properties,Estate Agency,Meta Ads,2025-12-01,41917.350000000006,362440,4433,69,23,4,143400,0.0122,9.46,607.5,0.058,3.42
C008,Urban Nest Properties,Estate Agency,Meta Ads,2026-01-01,75171.27000000003,687675,14364,138,58,7,270800,0.0209,5.23,544.72,0.0507,3.6
C008,Urban Nest Properties,Estate Agency,Meta Ads,2026-02-01,67875.16,607655,7205,103,32,3,148800,0.0119,9.42,658.98,0.0291,2.19
C008,Urban Nest Properties,Estate Agency,Meta Ads,2026-03-01,108127.93000000005,1030951,12240,224,71,3,156200,0.0119,8.83,482.71,0.0134,1.44
C008,Urban Nest Properties,Estate Agency,Meta Ads,2026-04-01,116079.87000000001,1084239,13188,240,76,10,360900,0.0122,8.8,483.67,0.0417,3.11
C008,Urban Nest Properties,Estate Agency,Meta Ads,2026-05-01,117257.03000000001,1121765,22408,251,78,12,514200,0.02,5.23,467.16,0.0478,4.39
C008,Urban Nest Properties,Estate Agency,Meta Ads,2026-06-01,104843.95000000001,1008359,11943,241,91,10,412100,0.0118,8.78,435.04,0.0415,3.93
C008,Urban Nest Properties,Estate Agency,Meta Ads,2026-07-01,55636.73999999998,586017,6761,120,73,0,0,0.0115,8.23,463.64,0.0,0.0
C008,Urban Nest Properties,Estate Agency,Meta Ads,2026-08-01,41930.44,448184,14239,112,72,0,0,0.0318,2.94,374.38,0.0,0.0
C008,Urban Nest Properties,Estate Agency,Property Portal,2025-10-01,1568.4,4353,85,2,2,1,43600,0.0195,18.45,784.2,0.5,27.8
C008,Urban Nest Properties,Estate Agency,Property Portal,2025-11-01,42731.03,123958,2410,68,25,3,106900,0.0194,17.73,628.4,0.0441,2.5
C008,Urban Nest Properties,Estate Agency,Property Portal,2025-12-01,45242.77,124995,2485,68,13,1,33500,0.0199,18.21,665.33,0.0147,0.74
C008,Urban Nest Properties,Estate Agency,Property Portal,2026-01-01,45469.100000000006,134167,2611,74,27,2,51500,0.0195,17.41,614.45,0.027,1.13
C008,Urban Nest Properties,Estate Agency,Property Portal,2026-02-01,41046.06999999999,117291,2350,75,24,2,73200,0.02,17.47,547.28,0.0267,1.78
C008,Urban Nest Properties,Estate Agency,Property Portal,2026-03-01,63853.26000000001,198307,3806,95,37,5,240200,0.0192,16.78,672.14,0.0526,3.76
C008,Urban Nest Properties,Estate Agency,Property Portal,2026-04-01,45469.600000000006,154037,3022,87,26,2,93000,0.0196,15.05,522.64,0.023,2.05
C008,Urban Nest Properties,Estate Agency,Property Portal,2026-05-01,43237.51999999999,143971,2973,91,31,4,134600,0.0206,14.54,475.14,0.044,3.11
C008,Urban Nest Properties,Estate Agency,Property Portal,2026-06-01,42232.14999999999,145413,7901,94,33,4,121600,0.0543,5.35,449.28,0.0426,2.88
C008,Urban Nest Properties,Estate Agency,Property Portal,2026-07-01,34976.02,114324,2341,96,58,3,86200,0.0205,14.94,364.33,0.0313,2.46
